headline,summary,published_at,url
ঢাকার শেয়ারবাজারে আজ লেনদেনের তালিকায় মিডল্যান্ড ব্যাংকের উত্থান,বেলা ১১টা ৪৮ মিনিটে লেনদেনের শীর্ষে ছিল রংপুর ডেইরি অ্যান্ড ফুড প্রডাক্টস।,18-07-2023,https://www.prothomalo.com/business/market/lqj5hqvny1
আজ ঢাকার বাজারে মূল্যবৃদ্ধিতে এগিয়ে বিমা খাত,"বিমা খাত মূল্যবৃদ্ধিতে এগিয়ে থাকলেও লেনদেনের শীর্ষে আছে ফুওয়াং ফুডস; এক সপ্তাহেরও বেশি সময় ধরে শেয়ারবাজারে লেনদেনে আধিপত্য করছে এই কোম্পানি, যদিও আজ তার দাম কমেছে।",17-07-2023,https://www.prothomalo.com/business/market/d8jmzib2yd
ঢাকার শেয়ারবাজারে দিনের শুরুতেই ফুওয়াং ফুডসের সর্বোচ্চ মূল্যবৃদ্ধি,তবে আজ একক খাত হিসেবে কোনো খাতের খুব একটি মূল্যবৃদ্ধি হয়নি। আজ সব খাতেরই কমবেশি মূল্যবৃদ্ধি হচ্ছে। গত সপ্তাহের শেষ দিনে বিমা কোম্পানির মূল্যবৃদ্ধি হলেও আজ বেশির ভাগ বিমা কোম্পানির মূল্য সংশোধন হচ্ছে।,16-07-2023,https://www.prothomalo.com/business/market/thhcmhgrgl
ঢাকার শেয়ারবাজারে দীর্ঘদিন পর লেনদেনের শীর্ষ তালিকায় স্কয়ার ফার্মা,ঢাকার শেয়ারবাজারে দীর্ঘদিন পর লেনদেনের শীর্ষ তালিকায় স্কয়ার ফার্মা,13-07-2023,https://www.prothomalo.com/business/market/zuqkif0u8v
"মূল্যবৃদ্ধিতে এগিয়ে বিমা, চামড়া ও খাদ্য খাতের কোম্পানি","বাজার পর্যবেক্ষণে দেখা গেছে, সকাল থেকে মূল্যবৃদ্ধিতে ফু ওয়াং ফুড লিমিটেড সবচেয়ে এগিয়ে আছে। এই কোম্পানিটি ঈদের পর থেকে বেশ কয়েক দিন ধরে লেনদেন ও মূল্যবৃদ্ধিতে বেশ দাপুটে অবস্থানে আছে। এ কারণে খাদ্য খাতের অন্যান্য কোম্পানির শেয়ারের দামও বাড়ছে।",12-07-2023,https://www.prothomalo.com/business/market/120cr2bm9b
শেয়ারবাজার শক্তিশালী হলেই ফ্লোর প্রাইস তোলা হবে: শিবলী রুবাইয়াত,"পুঁজিবাজার নিয়ন্ত্রক সংস্থা বাংলাদেশ সিকিউরিটিজ অ্যান্ড এক্সচেঞ্জ কমিশনের (বিএসইসি) চেয়ারম্যান শিবলী রুবাইয়াত-উল ইসলাম বলেছেন, শেয়ারবাজারের ফ্লোর প্রাইস তুলে নেওয়ার জন্য তারা আগ্রহী। বাজারের একটু শক্ত অবস্থান তৈরি হয়েছে মনে হলেই ফ্লোর প্রাইস তুলে নেওয়া হবে।",11-07-2023,https://www.prothomalo.com/business/market/mbxtxu0jkz
আজ ঢাকার বাজারে মূল্যবৃদ্ধিতে এগিয়ে বিমা খাতের কোম্পানি,এতদিকে আজ ঢাকার শেয়ারবাজারের সূচক কিছুটা ওঠানামা করছে। বেলা ১১টা ৩০ মিনিটে দুটি সূচক নিম্নমুখী থাকলেও ১১টা ৪৮ মিনিটে তিনটি সূচকই ছিল ঊর্ধ্বগামী। ,11-07-2023,https://www.prothomalo.com/business/market/mmqyjo0sm4
ঢাকার শেয়ারবাজারে ৩২ শতাংশ লেনদেন পাঁচ কোম্পানির,লেনদেনের প্রথম ১০ মিনিটের মধ্যে ফুওয়াং ফুডসের শেয়ারের দাম সর্বোচ্চ ১০ শতাংশ বেড়ে যায়।,10-07-2023,https://www.prothomalo.com/business/market/d1ssi89nwl
ব্লক মার্কেটে আজও ইসলামী ব্যাংকের বড় অঙ্কের শেয়ারের হাতবদল,এর আগে গত বুধবার ডিএসইর ব্লক মার্কেটে ব্যাংকটির ৬০ কোটি টাকার শেয়ারের হাতবদল হয়েছিল। তবে ফ্লোর প্রাইসে আটকে থাকায় মূল বাজারে ব্যাংকটির শেয়ারের খুব বেশি হাতবদল হচ্ছে না।,09-07-2023,https://www.prothomalo.com/business/market/rb74bfk1zw
লেনদেনের ১০ শতাংশই খাদ্য খাতের দুই কোম্পানির,আজ ফুওয়াং ফুডসের শেয়ারদর সর্বোচ্চ ১০ শতাংশ হারে বেড়েছে।,09-07-2023,https://www.prothomalo.com/business/market/5xy30pesg3
